blade_length,wind_speed,turbine_stats,energy_output,motor_tempreture,blade_angle,vibration_level,humidity,air_pressure,category,anti_rust,efficiency
22.0,20.0,needs to be repaired,1815,53,38,5,36,943,large,0.0,22.0
23.0,12.0,needs to be repaired,2897,42,29,8,73,961,medium,1.0,24.0
75.0,10.0,needs to be repaired,1591,49,41,8,49,1080,small,0.0,40.0
43.0,22.0,off,1140,62,44,4,38,1050,medium,1.0,15.0
34.0,18.0,off,356,63,33,10,39,920,small,,60.0
63.0,20.0,optimal,3466,73,39,8,87,1070,medium,,3.0
88.0,12.0,needs to be repaired,1592,49,25,8,25,1007,medium,1.0,62.0
21.0,22.0,optimal,3546,26,4,10,75,957,large,1.0,86.0
18.0,18.0,needs to be repaired,4650,21,30,8,79,1038,small,1.0,54.0
40.0,21.0,optimal,3251,29,18,9,45,1046,large,0.0,91.0
87.0,12.0,optimal,3754,41,2,0,47,933,large,0.0,32.0
62.0,20.0,optimal,795,24,45,1,24,1084,medium,1.0,20.0
,14.0,needs to be repaired,987,52,7,6,26,996,small,0.0,40.0
47.0,14.0,off,3105,61,15,6,41,1097,nan,,60.0
51.0,25.0,needs to be repaired,1415,30,16,7,53,970,large,0.0,33.0
81.0,22.0,off,483,21,37,9,51,1089,small,,83.0
57.0,25.0,optimal,4676,43,16,10,57,985,small,0.0,0.0
76.0,22.0,needs to be repaired,1856,43,3,3,66,1037,nan,1.0,60.0
75.0,13.0,off,765,42,29,6,23,962,medium,1.0,39.0
,25.0,needs to be repaired,2264,54,33,10,60,1035,large,1.0,60.0
,5.0,needs to be repaired,4552,68,7,5,56,1064,nan,1.0,14.0
25.0,20.0,needs to be repaired,4340,67,24,7,47,1100,medium,0.0,81.0
40.0,14.0,optimal,4383,21,33,1,60,936,large,0.0,12.0
67.0,19.0,off,4060,59,8,10,75,989,medium,0.0,34.0
37.0,9.0,optimal,1339,60,12,5,41,938,medium,1.0,43.0
13.0,21.0,off,1519,33,11,5,66,1065,medium,1.0,56.0
19.0,13.0,optimal,505,49,9,2,81,1058,nan,,31.0
60.0,10.0,needs to be repaired,4464,41,41,6,48,1008,medium,1.0,84.0
27.0,6.0,optimal,3505,23,36,9,48,985,large,1.0,69.0
56.0,17.0,needs to be repaired,1081,33,30,9,65,1017,medium,0.0,18.0
41.0,22.0,off,4568,71,20,8,76,1057,large,0.0,11.0
39.0,24.0,off,4912,34,13,0,45,1078,medium,0.0,40.0
45.0,8.0,needs to be repaired,251,78,10,3,67,990,medium,,52.0
18.0,14.0,needs to be repaired,3980,45,42,7,84,920,small,0.0,62.0
45.0,15.0,optimal,4693,25,38,7,76,1088,small,1.0,17.0
38.0,17.0,optimal,3162,34,24,4,88,1086,small,0.0,94.0
,21.0,optimal,1536,48,1,10,31,909,small,,21.0
30.0,15.0,off,3781,48,6,4,39,941,small,1.0,95.0
73.0,8.0,needs to be repaired,1063,36,30,4,42,991,large,0.0,0.0
75.0,18.0,off,1947,49,42,10,86,902,large,1.0,73.0
68.0,7.0,needs to be repaired,4888,25,28,0,38,1038,medium,,1.0
37.0,16.0,needs to be repaired,2761,21,26,4,22,1058,nan,1.0,78.0
64.0,8.0,off,641,62,37,1,49,1044,small,0.0,68.0
40.0,,optimal,2592,63,35,0,45,1027,medium,1.0,4.0
42.0,11.0,optimal,2717,72,42,8,20,925,small,,39.0
96.0,,off,3890,45,32,6,24,930,small,0.0,14.0
69.0,23.0,needs to be repaired,869,44,16,0,63,1068,large,0.0,28.0
50.0,22.0,off,1400,44,42,5,21,1010,large,,9.0
90.0,25.0,optimal,3991,36,7,7,39,1095,small,1.0,70.0
55.0,13.0,needs to be repaired,2536,50,9,4,44,913,small,0.0,7.0
58.0,,off,1379,79,8,7,85,952,medium,1.0,23.0
74.0,,optimal,227,55,21,1,76,1060,medium,0.0,
51.0,21.0,needs to be repaired,2418,34,17,1,54,968,medium,,73.0
32.0,,off,1556,73,15,0,20,1091,large,0.0,66.0
36.0,22.0,off,257,80,20,8,82,1037,medium,0.0,48.0
98.0,10.0,optimal,2540,61,12,2,63,1017,nan,,58.0
41.0,7.0,off,3611,62,31,5,58,953,small,0.0,12.0
92.0,18.0,off,1973,67,12,2,48,1019,small,,26.0
97.0,13.0,off,2421,59,24,0,88,999,large,,73.0
12.0,7.0,off,3890,23,27,8,21,955,medium,1.0,29.0
69.0,6.0,optimal,3502,61,9,4,49,987,small,0.0,51.0
85.0,23.0,needs to be repaired,2062,29,5,6,76,1020,small,0.0,96.0
88.0,10.0,needs to be repaired,3744,41,11,1,29,967,medium,0.0,83.0
26.0,7.0,off,4246,72,17,1,25,1030,small,1.0,66.0
,13.0,optimal,3847,42,6,6,23,970,large,1.0,1.0
16.0,22.0,off,1093,55,17,3,76,1015,large,1.0,27.0
92.0,11.0,off,923,61,21,10,49,1093,large,1.0,14.0
,6.0,off,591,26,41,1,72,934,nan,1.0,
78.0,5.0,off,3792,69,38,10,62,986,nan,0.0,14.0
67.0,9.0,needs to be repaired,4314,25,18,10,50,1097,large,1.0,65.0
49.0,7.0,off,1401,38,12,4,45,1048,small,,95.0
94.0,11.0,off,3711,74,10,4,58,931,medium,0.0,95.0
57.0,10.0,off,561,62,24,7,41,976,small,,25.0
60.0,5.0,needs to be repaired,236,59,10,4,83,1046,nan,,3.0
66.0,23.0,optimal,2552,68,28,4,64,1055,medium,0.0,55.0
80.0,24.0,optimal,931,36,3,5,84,1085,small,1.0,61.0
46.0,18.0,optimal,3221,57,1,2,26,939,large,0.0,47.0
96.0,14.0,optimal,455,61,12,5,24,943,medium,,93.0
,6.0,optimal,2457,45,21,2,72,1054,medium,1.0,74.0
83.0,,off,2774,40,13,10,58,1060,large,0.0,47.0
94.0,20.0,off,4416,38,16,0,60,1036,small,,76.0
64.0,21.0,optimal,3078,62,45,5,21,914,large,0.0,79.0
50.0,9.0,needs to be repaired,3238,74,14,1,46,945,medium,1.0,93.0
,22.0,off,4210,72,38,2,77,946,large,,21.0
42.0,20.0,optimal,439,21,2,9,85,1088,small,0.0,49.0
49.0,14.0,needs to be repaired,4280,68,17,3,49,981,small,1.0,
43.0,10.0,optimal,695,51,20,8,51,1001,small,0.0,72.0
71.0,12.0,needs to be repaired,3989,58,19,0,36,1063,small,1.0,15.0
100.0,10.0,optimal,2653,80,43,6,76,926,small,,37.0
,8.0,off,3680,39,20,2,40,943,small,1.0,80.0
52.0,9.0,optimal,4807,76,1,0,23,915,nan,0.0,96.0
78.0,10.0,optimal,3902,69,37,8,31,997,small,0.0,51.0
72.0,19.0,optimal,4371,42,16,2,23,902,nan,1.0,18.0
19.0,10.0,optimal,3109,72,2,0,76,948,small,0.0,10.0
22.0,23.0,optimal,4096,69,7,9,28,1030,small,1.0,87.0
14.0,24.0,needs to be repaired,609,40,4,0,68,949,small,1.0,
67.0,12.0,off,3162,37,3,8,55,913,large,1.0,41.0
68.0,17.0,off,143,75,3,8,72,918,nan,1.0,24.0
85.0,8.0,off,3244,63,6,5,66,1079,small,0.0,87.0
68.0,21.0,needs to be repaired,4816,75,39,5,21,1059,nan,0.0,1.0
86.0,18.0,optimal,803,24,19,0,64,960,large,,62.0
95.0,22.0,off,3961,25,44,10,41,994,medium,0.0,87.0
24.0,19.0,needs to be repaired,4213,66,25,8,81,1056,small,1.0,18.0
86.0,23.0,optimal,5000,48,17,3,42,906,nan,0.0,
10.0,,off,2316,61,33,0,85,1099,medium,0.0,11.0
47.0,11.0,needs to be repaired,1451,34,19,0,86,1093,small,0.0,47.0
62.0,5.0,needs to be repaired,4340,24,31,7,41,969,medium,0.0,67.0
61.0,7.0,off,2155,54,2,5,24,950,large,1.0,1.0
10.0,23.0,optimal,2375,72,18,3,50,934,small,0.0,
20.0,5.0,needs to be repaired,2254,45,41,2,85,1079,small,1.0,15.0
67.0,8.0,needs to be repaired,3805,62,0,10,61,922,large,0.0,11.0
49.0,,optimal,4390,65,20,8,33,1041,nan,1.0,68.0
95.0,11.0,needs to be repaired,3649,80,30,7,38,968,medium,0.0,93.0
69.0,11.0,optimal,805,30,2,8,74,944,small,,94.0
53.0,18.0,off,3536,49,37,6,89,938,small,0.0,46.0
15.0,19.0,optimal,712,36,38,1,28,906,large,0.0,23.0
37.0,9.0,needs to be repaired,1793,46,1,4,43,980,nan,,74.0
40.0,18.0,optimal,3376,55,28,8,32,977,medium,1.0,73.0
17.0,17.0,optimal,861,66,22,2,64,921,large,1.0,22.0
14.0,24.0,optimal,5000,66,14,1,57,1056,medium,1.0,
63.0,22.0,optimal,4632,27,34,0,37,1036,medium,0.0,61.0
26.0,,needs to be repaired,3298,66,18,0,57,982,large,,88.0
47.0,17.0,off,2604,38,22,3,81,940,small,,69.0
18.0,24.0,off,4146,23,37,10,77,1098,medium,0.0,79.0
83.0,11.0,optimal,1603,25,17,3,89,1051,medium,1.0,86.0
,10.0,off,2771,24,16,1,60,956,medium,,68.0
87.0,13.0,needs to be repaired,3172,25,27,7,57,954,large,0.0,95.0
23.0,14.0,needs to be repaired,1563,41,42,1,58,995,large,0.0,17.0
35.0,7.0,off,3638,32,40,2,80,996,small,1.0,77.0
71.0,11.0,off,3160,66,9,10,70,1047,large,1.0,
100.0,15.0,needs to be repaired,3565,61,24,7,89,1052,small,1.0,29.0
34.0,16.0,optimal,3056,53,22,5,76,900,large,,30.0
89.0,16.0,optimal,1224,32,33,8,21,1035,small,1.0,
45.0,17.0,needs to be repaired,485,68,14,8,69,976,large,0.0,75.0
89.0,,off,2508,61,23,0,27,1016,small,0.0,67.0
42.0,8.0,off,3629,79,15,4,52,979,nan,1.0,94.0
12.0,25.0,off,3936,67,18,5,65,939,nan,0.0,53.0
96.0,24.0,off,1986,65,10,4,41,974,small,,14.0
20.0,5.0,off,1193,39,5,0,20,1078,medium,1.0,41.0
67.0,10.0,off,824,54,39,6,81,1075,small,1.0,98.0
73.0,6.0,off,1123,64,45,6,26,1047,medium,0.0,93.0
27.0,18.0,off,1547,20,29,6,79,1000,nan,0.0,32.0
56.0,22.0,optimal,1771,45,31,6,77,1000,small,,12.0
53.0,14.0,optimal,4483,57,45,3,68,979,medium,0.0,62.0
68.0,25.0,off,2666,70,11,6,60,978,large,,59.0
,5.0,off,1301,74,35,9,60,1013,large,0.0,39.0
78.0,7.0,optimal,100,76,32,1,32,918,small,1.0,100.0
97.0,24.0,needs to be repaired,1141,60,39,8,85,990,medium,1.0,44.0
38.0,8.0,optimal,4719,49,20,8,26,1081,small,1.0,74.0
99.0,22.0,off,1208,37,24,2,81,981,small,1.0,97.0
76.0,,optimal,2511,51,24,5,31,1038,large,0.0,71.0
11.0,13.0,off,3099,44,28,7,24,1033,large,1.0,80.0
34.0,23.0,optimal,1988,58,10,3,84,1020,nan,1.0,47.0
28.0,6.0,optimal,897,55,44,7,22,981,medium,1.0,23.0
49.0,13.0,optimal,2689,65,29,3,35,906,medium,0.0,19.0
11.0,7.0,off,5000,29,9,6,64,1054,small,1.0,33.0
92.0,6.0,needs to be repaired,5000,23,33,2,71,986,medium,0.0,51.0
74.0,11.0,off,1503,26,10,3,41,997,large,0.0,53.0
71.0,21.0,needs to be repaired,4346,77,16,4,75,912,large,1.0,23.0
100.0,21.0,needs to be repaired,3883,55,17,3,31,1076,medium,0.0,1.0
63.0,13.0,needs to be repaired,3553,29,26,10,44,1072,small,1.0,87.0
54.0,5.0,needs to be repaired,3434,56,19,0,56,1028,large,0.0,24.0
58.0,5.0,needs to be repaired,2239,23,19,1,88,1038,medium,0.0,40.0
78.0,12.0,needs to be repaired,2423,25,35,4,60,1053,large,,
47.0,21.0,off,4026,39,35,3,44,961,large,1.0,12.0
13.0,12.0,off,3924,27,17,3,51,995,nan,0.0,73.0
26.0,,optimal,4806,48,13,10,23,1040,small,0.0,5.0
62.0,8.0,needs to be repaired,3442,54,20,9,56,959,medium,,36.0
94.0,22.0,off,3166,36,12,5,75,1045,small,0.0,22.0
62.0,17.0,off,750,37,40,6,43,949,small,1.0,69.0
40.0,11.0,off,1086,36,9,1,83,1024,large,,20.0
31.0,7.0,off,1502,60,11,9,61,999,large,0.0,26.0
20.0,18.0,optimal,2086,32,45,5,29,973,large,0.0,49.0
43.0,13.0,off,877,39,44,10,47,1009,medium,1.0,10.0
24.0,7.0,optimal,3407,40,24,1,25,1002,small,,94.0
19.0,11.0,needs to be repaired,2978,34,41,1,66,1005,large,1.0,41.0
62.0,19.0,optimal,312,73,34,5,56,1059,medium,1.0,45.0
57.0,8.0,off,1515,56,8,3,35,1045,medium,1.0,
40.0,9.0,needs to be repaired,298,24,29,2,34,957,medium,0.0,15.0
,13.0,optimal,307,28,15,10,30,939,large,1.0,2.0
37.0,7.0,optimal,5000,67,20,0,23,1021,medium,1.0,
40.0,20.0,optimal,1635,41,23,9,80,998,large,1.0,50.0
79.0,20.0,off,2278,34,45,1,72,1077,medium,1.0,45.0
23.0,23.0,needs to be repaired,420,69,37,0,74,1011,medium,0.0,62.0
96.0,13.0,optimal,2543,60,10,2,42,998,medium,,57.0
25.0,24.0,off,842,40,11,1,29,1052,large,1.0,85.0
34.0,5.0,needs to be repaired,1630,60,43,2,39,971,medium,0.0,52.0
48.0,,optimal,427,49,26,10,89,1067,small,0.0,56.0
75.0,16.0,needs to be repaired,4817,50,33,0,77,1083,nan,0.0,10.0
47.0,13.0,off,3695,67,1,10,34,919,nan,1.0,10.0
50.0,9.0,needs to be repaired,1092,50,7,1,30,995,large,1.0,12.0
49.0,19.0,needs to be repaired,798,32,25,8,53,958,small,0.0,36.0
73.0,17.0,needs to be repaired,2857,25,3,1,37,1052,small,0.0,46.0
98.0,23.0,optimal,3048,36,39,4,47,979,small,0.0,
25.0,7.0,optimal,336,44,45,2,36,1020,small,1.0,15.0
91.0,6.0,optimal,2787,32,20,6,45,931,small,1.0,66.0
86.0,17.0,optimal,2914,75,19,9,22,946,medium,1.0,55.0
68.0,11.0,optimal,753,32,7,9,73,1035,small,1.0,34.0
,13.0,optimal,4854,68,24,10,39,965,small,0.0,
20.0,14.0,optimal,3096,49,28,10,50,977,small,,18.0
10.0,5.0,off,3159,26,35,9,24,1039,small,0.0,48.0
22.0,20.0,off,890,24,28,6,38,915,medium,0.0,20.0
39.0,15.0,needs to be repaired,2907,62,16,2,26,964,large,1.0,44.0
78.0,12.0,needs to be repaired,4206,38,14,9,62,950,medium,0.0,45.0
,17.0,off,1332,32,44,8,80,1057,small,0.0,48.0
87.0,20.0,off,4164,69,29,1,86,1027,small,0.0,7.0
22.0,7.0,needs to be repaired,1889,67,39,5,62,1017,small,0.0,62.0
41.0,17.0,off,2153,47,16,7,52,1047,large,0.0,24.0
80.0,21.0,off,603,62,29,9,56,949,small,0.0,26.0
81.0,25.0,off,3062,33,39,1,83,1002,small,0.0,7.0
59.0,10.0,needs to be repaired,5000,76,20,6,37,972,small,0.0,83.0
80.0,14.0,needs to be repaired,4134,65,1,8,31,1015,large,0.0,25.0
89.0,13.0,optimal,1485,26,13,10,21,1052,medium,1.0,24.0
40.0,22.0,needs to be repaired,4405,50,0,4,32,1038,large,,77.0
60.0,21.0,optimal,1161,30,12,1,61,922,large,0.0,83.0
36.0,,off,3995,37,37,9,89,942,small,0.0,19.0
69.0,6.0,optimal,1753,50,29,6,22,1030,large,0.0,0.0
42.0,15.0,off,3390,40,33,9,41,1040,nan,0.0,26.0
62.0,22.0,optimal,1549,20,43,9,21,904,large,0.0,66.0
81.0,7.0,off,2238,44,22,5,37,983,large,0.0,35.0
42.0,18.0,needs to be repaired,2726,28,23,10,82,987,small,0.0,88.0
50.0,24.0,optimal,1443,73,1,2,43,1006,small,,96.0
28.0,17.0,optimal,3713,62,27,1,72,1001,large,1.0,12.0
94.0,21.0,off,4580,37,44,7,76,981,medium,1.0,73.0
50.0,15.0,off,4432,33,20,9,64,927,medium,1.0,34.0
94.0,11.0,needs to be repaired,3881,56,26,1,72,951,small,0.0,24.0
98.0,7.0,optimal,1121,65,39,9,63,1046,small,1.0,87.0
,7.0,needs to be repaired,2403,41,36,6,54,947,large,,96.0
32.0,6.0,needs to be repaired,1066,34,9,3,24,1062,medium,1.0,0.0
84.0,25.0,needs to be repaired,4428,44,15,3,66,1082,medium,0.0,21.0
42.0,20.0,off,3856,68,36,6,87,1097,small,0.0,82.0
29.0,15.0,needs to be repaired,4200,43,18,5,37,986,small,0.0,28.0
34.0,18.0,needs to be repaired,1456,66,28,5,27,1030,large,0.0,2.0
99.0,7.0,off,663,48,14,5,59,1078,nan,0.0,23.0
61.0,11.0,off,2104,37,17,7,52,1004,medium,,35.0
21.0,12.0,needs to be repaired,2778,54,17,8,67,914,small,1.0,3.0
41.0,17.0,optimal,921,80,45,7,77,1062,nan,0.0,81.0
42.0,23.0,optimal,3849,32,29,2,59,1028,large,,22.0
83.0,15.0,off,1734,49,6,5,53,1085,medium,,78.0
,5.0,needs to be repaired,863,68,1,6,22,932,small,1.0,61.0
24.0,23.0,optimal,3097,26,31,4,36,959,large,0.0,
60.0,17.0,optimal,1792,71,42,8,31,1039,small,1.0,13.0
15.0,21.0,needs to be repaired,1272,66,20,10,46,900,small,0.0,45.0
100.0,13.0,optimal,460,42,11,7,27,1059,nan,,1.0
78.0,23.0,optimal,1619,28,25,1,38,944,large,,58.0
78.0,23.0,off,2005,22,27,5,62,1053,large,0.0,41.0
91.0,10.0,optimal,100,54,38,8,37,982,small,1.0,66.0
44.0,11.0,optimal,2465,35,9,0,34,901,large,1.0,0.0
95.0,9.0,off,717,29,9,1,78,1023,large,0.0,49.0
43.0,12.0,optimal,4376,41,42,4,45,904,large,0.0,77.0
72.0,18.0,off,4223,27,36,2,52,1022,medium,1.0,53.0
77.0,22.0,needs to be repaired,4893,64,15,8,61,1050,medium,1.0,62.0
27.0,25.0,optimal,3310,32,33,0,45,1011,small,1.0,88.0
35.0,24.0,optimal,1523,43,6,0,31,1008,small,,17.0
95.0,,off,365,64,5,8,82,974,medium,1.0,24.0
70.0,12.0,optimal,2055,78,43,0,34,1014,small,1.0,51.0
87.0,18.0,optimal,4528,34,24,6,89,946,small,,74.0
83.0,18.0,off,748,46,41,2,75,1029,medium,,26.0
97.0,11.0,optimal,3934,72,26,4,45,1074,medium,1.0,11.0
94.0,10.0,off,724,73,35,5,87,980,medium,1.0,56.0
57.0,10.0,optimal,1411,71,12,8,78,958,large,1.0,70.0
81.0,16.0,needs to be repaired,1237,36,21,0,30,914,medium,0.0,75.0
40.0,19.0,off,2629,71,27,0,67,950,medium,1.0,49.0
43.0,23.0,needs to be repaired,1410,21,45,5,39,1074,small,0.0,72.0
96.0,8.0,needs to be repaired,3287,56,6,6,27,956,large,0.0,89.0
98.0,7.0,off,645,47,38,6,22,944,small,1.0,15.0
16.0,,needs to be repaired,3441,44,17,4,39,979,small,0.0,89.0
92.0,20.0,optimal,2774,57,26,8,68,978,nan,0.0,96.0
16.0,17.0,off,504,49,41,10,26,916,medium,0.0,94.0
56.0,25.0,optimal,486,29,41,6,49,903,large,0.0,18.0
17.0,14.0,needs to be repaired,4771,25,20,9,29,1031,small,0.0,47.0
87.0,17.0,off,4749,72,22,5,55,999,small,0.0,54.0
10.0,12.0,needs to be repaired,2390,61,9,9,68,1010,large,0.0,85.0
86.0,16.0,optimal,5000,51,32,1,63,914,medium,,7.0
,,off,2062,61,37,7,53,1076,small,0.0,49.0
62.0,13.0,needs to be repaired,2486,71,29,10,81,988,small,0.0,12.0
47.0,14.0,off,1356,29,0,3,68,1019,large,1.0,19.0
60.0,11.0,needs to be repaired,4220,28,42,5,30,1025,small,0.0,99.0
24.0,7.0,optimal,3664,50,28,1,76,1092,medium,0.0,70.0
76.0,9.0,off,841,36,4,2,89,1096,medium,0.0,61.0
73.0,7.0,needs to be repaired,964,76,36,8,81,1036,medium,1.0,27.0
77.0,22.0,needs to be repaired,1117,62,44,1,54,914,large,0.0,
14.0,23.0,optimal,851,29,33,1,26,944,large,1.0,71.0
99.0,14.0,off,2254,61,34,2,48,1030,large,0.0,35.0
98.0,,needs to be repaired,4072,57,7,0,53,1023,small,0.0,90.0
19.0,11.0,optimal,882,62,31,5,70,1000,small,,73.0
17.0,5.0,off,314,25,20,7,52,930,small,0.0,96.0
21.0,14.0,needs to be repaired,1239,46,41,5,54,908,medium,0.0,73.0
73.0,6.0,needs to be repaired,1234,57,1,6,37,1038,medium,1.0,96.0
68.0,10.0,off,4127,62,38,6,72,1098,medium,1.0,66.0
76.0,25.0,off,1690,76,39,8,33,909,medium,1.0,6.0
100.0,10.0,needs to be repaired,2833,25,21,6,21,998,large,0.0,29.0
59.0,12.0,optimal,2133,41,16,7,70,989,nan,,100.0
32.0,22.0,optimal,4565,48,35,10,86,1067,large,1.0,89.0
49.0,11.0,optimal,2643,34,31,6,59,1090,large,,3.0
87.0,22.0,off,2081,66,42,3,70,999,small,0.0,95.0
,5.0,needs to be repaired,3524,70,36,8,67,1018,medium,,31.0
86.0,,optimal,4699,21,24,9,28,1004,large,0.0,14.0
85.0,24.0,off,1205,37,19,2,71,1075,large,1.0,38.0
27.0,11.0,needs to be repaired,1329,80,26,2,64,993,small,0.0,47.0
30.0,24.0,needs to be repaired,3115,29,28,0,89,914,small,1.0,73.0
10.0,11.0,off,1852,20,3,10,26,947,medium,1.0,5.0
47.0,8.0,off,1239,32,40,6,59,952,small,,17.0
50.0,9.0,optimal,3655,71,16,9,33,905,small,1.0,19.0
51.0,25.0,needs to be repaired,2882,32,22,6,21,1086,large,0.0,
18.0,5.0,needs to be repaired,1968,78,31,0,20,932,small,0.0,20.0
32.0,24.0,needs to be repaired,706,52,23,9,43,1006,small,1.0,98.0
87.0,7.0,needs to be repaired,2873,42,14,5,24,1076,small,1.0,51.0
20.0,17.0,optimal,766,52,43,1,34,1034,medium,,88.0
80.0,11.0,needs to be repaired,1836,54,6,5,38,970,small,0.0,78.0
40.0,10.0,off,3404,56,36,0,56,986,medium,,70.0
,10.0,optimal,1526,65,44,1,58,944,small,,4.0
35.0,6.0,needs to be repaired,1701,37,33,2,87,1000,small,,29.0
39.0,20.0,optimal,2642,74,25,7,63,940,small,1.0,95.0
43.0,,optimal,839,59,1,1,63,969,small,0.0,85.0
55.0,12.0,optimal,749,57,31,5,59,962,medium,0.0,51.0
78.0,25.0,off,4602,69,34,0,55,900,medium,0.0,73.0
14.0,15.0,optimal,2415,43,33,1,62,1072,large,,21.0
,22.0,needs to be repaired,4731,35,18,1,41,901,medium,1.0,37.0
92.0,10.0,needs to be repaired,2341,24,27,0,30,1073,large,1.0,86.0
,18.0,needs to be repaired,2148,31,25,1,89,1001,small,1.0,82.0
37.0,19.0,optimal,3427,43,5,5,52,995,large,1.0,41.0
35.0,15.0,needs to be repaired,3997,63,18,2,38,966,large,1.0,22.0
70.0,19.0,optimal,3205,66,6,1,85,986,large,0.0,
32.0,17.0,optimal,1819,24,11,8,72,962,medium,,96.0
55.0,10.0,optimal,508,25,28,9,78,943,small,,22.0
39.0,8.0,needs to be repaired,1904,49,15,7,31,1017,medium,1.0,72.0
76.0,18.0,optimal,1785,66,12,0,42,993,small,,98.0
42.0,17.0,off,2727,40,7,6,38,941,nan,,0.0
12.0,14.0,off,4622,67,39,9,72,957,medium,1.0,85.0
78.0,16.0,optimal,2074,26,21,9,58,1100,medium,1.0,24.0
,12.0,needs to be repaired,4226,34,31,9,62,1087,large,1.0,80.0
51.0,24.0,optimal,3083,40,18,4,58,1002,large,,10.0
71.0,9.0,optimal,1201,40,35,0,23,1034,large,0.0,99.0
67.0,6.0,off,298,29,42,5,66,1096,small,1.0,45.0
66.0,24.0,needs to be repaired,4289,71,6,7,70,947,large,0.0,8.0
10.0,16.0,needs to be repaired,4614,46,7,4,36,974,small,1.0,98.0
82.0,10.0,optimal,4180,63,45,9,76,949,small,1.0,73.0
69.0,19.0,needs to be repaired,272,76,8,3,20,959,large,1.0,64.0
,22.0,optimal,580,65,7,10,77,1048,medium,1.0,100.0
68.0,,optimal,654,60,6,9,37,916,large,,6.0
55.0,14.0,off,438,20,13,2,35,1077,large,,67.0
43.0,,needs to be repaired,4945,76,3,5,50,1070,small,0.0,3.0
34.0,,needs to be repaired,2436,50,20,7,75,935,large,0.0,65.0
51.0,9.0,off,4380,58,2,10,45,1057,large,1.0,90.0
38.0,20.0,needs to be repaired,1747,53,23,8,40,973,small,,26.0
,23.0,optimal,1068,29,35,9,25,913,large,1.0,27.0
63.0,7.0,needs to be repaired,102,69,17,10,30,1048,nan,,25.0
82.0,11.0,needs to be repaired,3164,42,45,0,58,971,large,1.0,11.0
76.0,23.0,needs to be repaired,3990,50,10,2,48,950,medium,,85.0
24.0,16.0,optimal,4290,39,38,1,56,963,small,0.0,
13.0,14.0,needs to be repaired,5000,25,17,2,87,905,medium,0.0,0.0
47.0,9.0,optimal,3259,62,32,1,54,929,large,0.0,91.0
29.0,,off,4210,59,44,3,45,955,small,1.0,26.0
32.0,7.0,optimal,4336,44,14,3,85,1001,large,,11.0
46.0,18.0,off,1707,65,6,9,20,965,small,1.0,61.0
71.0,19.0,off,1177,73,28,0,45,963,large,1.0,27.0
17.0,24.0,optimal,3800,64,34,0,74,1068,nan,1.0,64.0
46.0,17.0,optimal,407,67,18,2,64,980,large,0.0,45.0
54.0,21.0,off,3624,72,22,7,37,999,large,1.0,63.0
42.0,24.0,off,5000,22,39,5,41,971,small,0.0,92.0
16.0,8.0,needs to be repaired,1185,33,44,2,59,1058,nan,1.0,75.0
31.0,23.0,optimal,570,37,6,9,25,964,small,,11.0
14.0,19.0,off,2363,76,33,10,24,1032,large,0.0,66.0
24.0,19.0,optimal,1078,48,25,4,53,948,large,1.0,93.0
30.0,13.0,optimal,2567,30,16,10,42,1062,small,,40.0
98.0,7.0,off,3919,36,26,4,23,937,medium,1.0,19.0
26.0,6.0,off,2028,66,38,0,38,1022,medium,1.0,80.0
65.0,11.0,optimal,1941,33,45,10,49,1026,large,0.0,85.0
59.0,13.0,needs to be repaired,1344,29,14,1,21,947,large,1.0,21.0
16.0,9.0,off,3605,57,45,3,84,960,large,0.0,77.0
59.0,21.0,optimal,498,38,24,6,69,1054,nan,0.0,99.0
69.0,7.0,needs to be repaired,1979,42,39,3,56,1019,large,0.0,86.0
92.0,13.0,optimal,581,28,5,8,42,947,nan,1.0,97.0
16.0,12.0,optimal,4302,35,21,7,85,967,large,1.0,25.0
49.0,,off,4533,67,38,6,81,1005,large,1.0,89.0
54.0,21.0,needs to be repaired,1464,57,36,5,24,1000,nan,0.0,87.0
68.0,12.0,optimal,3318,49,26,1,77,1095,nan,0.0,77.0
97.0,25.0,needs to be repaired,4558,76,2,6,41,982,medium,1.0,18.0
84.0,18.0,needs to be repaired,899,52,10,4,87,1017,small,,20.0
64.0,20.0,off,2893,44,2,6,52,924,small,1.0,2.0
73.0,22.0,optimal,2760,42,12,4,52,1021,small,1.0,85.0
74.0,21.0,optimal,2985,44,3,10,87,1075,large,0.0,14.0
63.0,11.0,off,3964,33,26,3,51,996,nan,1.0,46.0
49.0,24.0,off,562,48,13,4,28,990,small,1.0,22.0
62.0,19.0,optimal,4823,60,3,1,66,900,large,1.0,92.0
53.0,11.0,off,260,30,31,5,59,913,small,1.0,9.0
72.0,6.0,optimal,1885,45,18,2,39,935,medium,,
11.0,6.0,needs to be repaired,3081,39,42,0,59,913,large,1.0,30.0
88.0,11.0,needs to be repaired,1216,32,41,5,60,916,small,1.0,74.0
30.0,23.0,off,4203,40,33,5,36,1067,medium,,71.0
97.0,10.0,needs to be repaired,1412,47,43,5,24,1035,small,,82.0
59.0,16.0,optimal,2331,80,7,3,71,905,medium,1.0,7.0
90.0,19.0,needs to be repaired,2380,70,3,8,55,1045,small,1.0,6.0
61.0,17.0,needs to be repaired,3172,38,33,2,20,1063,medium,,97.0
18.0,11.0,needs to be repaired,3366,65,23,6,61,984,nan,1.0,100.0
